product_id,product_name,category,brand,popularity_score,inventory_quantity,supplier_name,unit_price,cost_price,is_active
P000306,Yoga Mat,Sports,Fusion,0.692,1031,Retail Source India,32487.74,13677.13,False
P000307,Cricket Bat,Sports,Apex,0.518,528,Apex Manufacturing,37948.74,28995.96,True
P000308,Shirt,Fashion,Nimbus,0.868,278,Retail Source India,49557.12,29512.45,False
P000309,Headphones,Electronics,Nimbus,0.588,1424,Apex Manufacturing,16710.28,29731.84,True
P000310,Jeans,Fashion,Vision,0.636,55,Global Supplies Ltd,7744.24,8400.06,True
P000311,Jeans,Fashion,Vision,0.58,1370,Vertex Imports,20415.47,27637.6,True
P000312,Jeans,Fashion,Fusion,0.351,270,Prime Distribution,43403.79,1909.97,False
P000313,Headphones,Electronics,Urban,0.689,1061,Global Supplies Ltd,43332.81,29035.62,True
P000314,Football,Sports,Prime,0.597,613,Prime Distribution,12478.98,6434.74,False
P000315,Rice,Grocery,Zenith,0.262,847,Prime Distribution,14285.01,13724.22,True
P000316,Football,Sports,Elite,0.782,215,Prime Distribution,31314.61,6330.72,True
P000317,Cricket Bat,Sports,Prime,0.659,999,Retail Source India,37938.98,1472.21,False
P000318,Football,Sports,Apex,0.53,1045,Vertex Imports,25728.61,11332.43,True
P000319,Cricket Bat,Sports,Apex,0.281,58,Prime Distribution,31461.09,16551.71,True
P000320,Shirt,Fashion,Prime,0.858,1071,Retail Source India,19123.16,17540.79,True
P000321,Perfume,Beauty,Nimbus,0.864,1240,Retail Source India,38082.87,5309.31,True
P000322,Snacks,Grocery,Apex,0.596,73,Vertex Imports,7790.36,7314.04,True
P000323,Rice,Grocery,Nimbus,0.649,942,Global Supplies Ltd,39654.2,22651.34,True
P000324,Lamp,Home,Nova,0.422,885,Apex Manufacturing,26195.42,29405.87,True
P000325,Yoga Mat,Sports,Zenith,0.652,278,Apex Manufacturing,47242.58,21087.58,True
P000326,Table,Home,EcoLife,0.605,775,Global Supplies Ltd,36146.52,4528.82,False
P000327,Cricket Bat,Sports,Apex,0.589,163,Global Supplies Ltd,20394.32,19991.85,True
P000328,Chair,Home,Urban,0.789,1303,Vertex Imports,24068.9,10296.59,False
P000329,Chair,Home,Prime,0.817,927,Apex Manufacturing,32251.4,23024.75,True
P000330,Shirt,Fashion,Urban,0.644,1445,Retail Source India,23543.83,1873.82,True
P000331,Football,Sports,Prime,0.386,705,Apex Manufacturing,46146.77,728.22,True
P000332,Shirt,Fashion,Prime,0.519,691,Vertex Imports,45421.27,15660.17,True
P000333,Lipstick,Beauty,Zenith,0.707,600,Global Supplies Ltd,5289.55,14326.45,True
P000334,Shoes,Fashion,Fusion,0.701,584,Apex Manufacturing,43485.31,13834.03,False
P000335,Jeans,Fashion,Nova,0.494,570,Retail Source India,33593.04,26938.42,False
P000336,Tennis Racket,Sports,Vision,0.403,365,Retail Source India,42422.22,28947.04,True
P000337,Jeans,Fashion,Urban,0.534,952,Apex Manufacturing,1547.47,19794.1,False
P000338,Chair,Home,Nimbus,0.467,640,Retail Source India,42031.23,20340.8,True
P000339,Table,Home,Nova,0.62,49,Retail Source India,29772.53,6229.55,True
P000340,Shelf,Home,Nova,0.437,501,Retail Source India,25631.45,20829.58,True
P000341,Snacks,Grocery,Zenith,0.296,769,Prime Distribution,27260.66,7470.15,False
P000342,Lipstick,Beauty,Urban,0.839,1122,Global Supplies Ltd,2005.73,20226.07,True
P000343,Jacket,Fashion,Vision,0.601,404,Vertex Imports,20244.64,684.22,False
P000344,Football,Sports,Zenith,0.267,652,Apex Manufacturing,18354.13,12973.23,True
P000345,Tennis Racket,Sports,Nimbus,0.716,605,Vertex Imports,48039.65,10251.77,True
P000346,Lipstick,Beauty,Urban,0.18,701,Vertex Imports,44837.89,7237.72,False
P000347,Sofa,Home,Elite,0.593,615,Retail Source India,18291.04,26708.24,True
P000348,Tablet,Electronics,Nimbus,0.529,328,Vertex Imports,6635.97,25604.55,True
P000349,Lamp,Home,Nova,0.883,1369,Retail Source India,32297.36,15043.68,True
P000350,Tennis Racket,Sports,Elite,0.827,1249,Prime Distribution,4717.32,24975.31,True
P000351,Football,Sports,Apex,0.511,122,Prime Distribution,2113.97,24214.65,True
P000352,Cricket Bat,Sports,Nimbus,0.832,948,Prime Distribution,1383.46,21933.0,True
P000353,Cap,Fashion,Vision,0.795,742,Prime Distribution,8697.91,28118.9,True
P000354,Snacks,Grocery,Apex,0.13,1438,Prime Distribution,29179.2,29960.12,False
P000355,Chair,Home,Nova,0.669,184,Prime Distribution,39881.12,2701.99,True
P000356,Shoes,Fashion,Prime,0.535,1170,Vertex Imports,29191.43,1880.86,True
P000357,Cap,Fashion,Zenith,0.686,517,Global Supplies Ltd,6901.14,27331.36,True
P000358,Table,Home,Fusion,0.124,1133,Retail Source India,4439.32,28997.75,True
P000359,Lamp,Home,Vision,0.467,1028,Vertex Imports,23702.28,6103.75,False
P000360,Rice,Grocery,Zenith,0.583,851,Global Supplies Ltd,9363.41,7214.54,True
P000361,Headphones,Electronics,Prime,0.181,338,Retail Source India,4406.99,20889.37,True
P000362,Perfume,Beauty,Vision,0.212,593,Retail Source India,42978.95,16836.48,True
P000363,Cream,Beauty,Nimbus,0.234,1116,Retail Source India,35599.09,17372.95,False
P000364,Jacket,Fashion,Prime,0.404,1172,Global Supplies Ltd,33837.41,26072.35,True
P000365,Perfume,Beauty,Vision,0.408,803,Retail Source India,36380.3,20900.9,True
P000366,Yoga Mat,Sports,Vision,0.761,1282,Apex Manufacturing,24503.9,29751.45,True
P000367,Football,Sports,Vision,0.728,1153,Global Supplies Ltd,30957.19,26641.3,False
P000368,Shirt,Fashion,Nova,0.323,1479,Prime Distribution,39107.91,736.64,True
P000369,Cap,Fashion,Apex,0.678,880,Global Supplies Ltd,47911.67,2344.56,False
P000370,Cricket Bat,Sports,Zenith,0.599,1440,Prime Distribution,17969.49,25796.92,False
P000371,Chair,Home,Fusion,0.759,427,Global Supplies Ltd,19779.26,25065.68,False
P000372,Tea,Grocery,Elite,0.298,1375,Global Supplies Ltd,15841.32,26669.94,False
P000373,Monitor,Electronics,Nimbus,0.688,421,Global Supplies Ltd,21283.82,26095.91,True
P000374,Phone,Electronics,Nimbus,0.482,1223,Apex Manufacturing,19920.93,18157.65,True
P000375,Chair,Home,Zenith,0.249,1009,Global Supplies Ltd,37135.25,9582.35,True
P000376,Tablet,Electronics,Elite,0.477,99,Retail Source India,21100.72,7526.93,True
P000377,Shirt,Fashion,Nova,0.782,831,Vertex Imports,44488.66,23360.57,True
P000378,Jacket,Fashion,EcoLife,0.729,1130,Prime Distribution,31190.26,19550.16,True
P000379,Cricket Bat,Sports,Nova,0.806,1009,Prime Distribution,7192.82,25534.99,True
P000380,Face Wash,Beauty,Prime,0.725,1127,Vertex Imports,37160.46,10714.32,True
P000381,Lamp,Home,Elite,0.841,861,Global Supplies Ltd,48196.38,27584.17,True
P000382,Table,Home,EcoLife,0.661,422,Retail Source India,35550.69,5903.79,True
P000383,Shelf,Home,EcoLife,0.156,528,Prime Distribution,20618.61,13197.32,True
P000384,Cricket Bat,Sports,Apex,0.636,982,Vertex Imports,5003.42,6965.1,True
P000385,Chair,Home,Vision,0.315,681,Vertex Imports,44524.05,17273.87,False
P000386,Football,Sports,Apex,0.538,618,Global Supplies Ltd,25692.26,3371.7,True
P000387,Shoes,Fashion,Urban,0.591,1114,Global Supplies Ltd,35366.01,21354.61,False
P000388,Laptop,Electronics,EcoLife,0.553,208,Vertex Imports,19396.85,979.88,True
P000389,Football,Sports,EcoLife,0.686,818,Global Supplies Ltd,39156.44,10283.77,True
P000390,Yoga Mat,Sports,Apex,0.392,815,Retail Source India,48491.85,11424.26,True
P000391,Table,Home,Elite,0.948,55,Prime Distribution,14574.38,23988.91,True
P000392,Tea,Grocery,Apex,0.956,1160,Vertex Imports,33760.9,23648.48,True
P000393,Phone,Electronics,,0.812,189,Retail Source India,47768.52,19323.69,True
P000394,Table,Home,Prime,0.898,1070,Apex Manufacturing,40013.1,14173.72,True
P000395,Rice,Grocery,Elite,0.708,1488,Apex Manufacturing,37212.86,24097.5,False
P000396,Perfume,Beauty,Urban,0.712,113,Retail Source India,16309.72,20391.45,False
P000397,Monitor,Electronics,Nimbus,0.409,60,Retail Source India,28721.98,12221.31,True
P000398,Phone,Electronics,Elite,0.404,1419,Vertex Imports,42821.01,22620.83,True
P000399,Chair,Home,EcoLife,0.696,1150,Vertex Imports,9522.09,22377.88,False
P000400,Football,Sports,Fusion,0.389,997,Retail Source India,16602.91,19839.95,True
P000401,Rice,Grocery,Prime,0.678,727,Vertex Imports,14325.68,22477.96,False
P000402,Cream,Beauty,Prime,0.802,1426,Apex Manufacturing,42144.21,20960.01,True
P000403,Football,Sports,Urban,0.385,15,Global Supplies Ltd,5701.07,29006.96,True
P000404,Snacks,Grocery,Vision,0.474,944,Retail Source India,33146.97,8572.76,True
P000405,Perfume,Beauty,Urban,0.72,838,Prime Distribution,27585.06,24708.2,False
P000406,Cap,Fashion,EcoLife,0.685,1471,Global Supplies Ltd,34373.89,20521.3,True
P000407,Laptop,Electronics,Nova,0.606,211,Prime Distribution,34186.1,18707.73,True
P000408,Cricket Bat,Sports,Elite,0.75,490,Global Supplies Ltd,42836.1,26225.01,True
P000409,Perfume,Beauty,Apex,0.39,1445,Prime Distribution,15737.62,10550.61,True
P000410,Perfume,Beauty,Vision,0.617,1381,Retail Source India,40502.92,21402.61,False
P000411,Coffee,Grocery,EcoLife,0.338,426,Global Supplies Ltd,45923.37,12465.95,True
P000412,Football,Sports,Zenith,0.892,967,Global Supplies Ltd,41414.14,10282.46,True
P000413,Juice,Grocery,,0.803,959,Global Supplies Ltd,33789.28,15676.13,True
P000414,Monitor,Electronics,Nova,0.619,1181,Global Supplies Ltd,5888.08,12524.83,True
P000415,Cap,Fashion,Apex,0.461,1459,Global Supplies Ltd,48395.05,29980.79,True
P000416,Headphones,Electronics,Zenith,0.541,621,Prime Distribution,36599.58,9094.11,False
P000417,Shelf,Home,EcoLife,0.86,1334,Vertex Imports,48506.4,5582.5,False
P000418,Tea,Grocery,Apex,0.66,1490,Apex Manufacturing,22978.71,1742.36,True
P000419,Rice,Grocery,Vision,0.389,194,Prime Distribution,4418.65,19511.55,True
P000420,Face Wash,Beauty,Prime,0.57,1170,Retail Source India,3114.1,12302.53,False
P000421,Tennis Racket,Sports,Prime,0.65,738,Prime Distribution,27510.76,6489.48,True
P000422,Football,Sports,Apex,0.567,1369,Retail Source India,-1.0,3297.1,True
P000423,Laptop,Electronics,Zenith,0.13,1215,Global Supplies Ltd,22406.2,24331.74,False
P000424,Lipstick,Beauty,EcoLife,0.698,853,Apex Manufacturing,37597.86,28179.65,True
P000425,Chair,Home,Nova,0.666,1054,Prime Distribution,13720.83,8176.03,True
P000426,Tea,Grocery,Fusion,0.622,623,Retail Source India,22068.88,12310.51,True
P000427,Cream,Beauty,Nova,0.813,586,Vertex Imports,40622.5,11879.28,False
P000428,Table,Home,Fusion,0.54,565,Global Supplies Ltd,38693.37,15319.44,True
P000429,Yoga Mat,Sports,Apex,0.626,1182,Vertex Imports,274.27,27587.15,True
P000430,Table,Home,Prime,0.759,124,Prime Distribution,21929.42,5427.56,True
P000431,Phone,Electronics,Fusion,0.714,523,Vertex Imports,8674.34,27795.83,False
P000432,Chair,Home,Nimbus,0.854,67,Apex Manufacturing,37698.94,24609.52,True
P000433,Coffee,Grocery,Urban,0.29,1054,Vertex Imports,7417.23,4497.14,False
P000434,Tennis Racket,Sports,Urban,0.335,701,Retail Source India,10085.27,22813.69,True
P000435,Headphones,Electronics,Urban,0.805,429,Apex Manufacturing,36194.15,23023.72,True
P000436,Chair,Home,Fusion,0.442,528,Prime Distribution,7557.48,28313.11,False
P000437,Lamp,Home,EcoLife,0.442,286,Prime Distribution,24914.89,5342.58,True
P000438,Perfume,Beauty,Nova,0.444,469,Apex Manufacturing,41245.15,22013.81,True
P000439,Phone,Electronics,Nimbus,0.506,1341,Prime Distribution,12624.07,26888.65,True
P000440,Coffee,Grocery,Apex,0.412,477,Prime Distribution,34171.71,18986.06,True
P000441,Perfume,Beauty,Fusion,0.7,168,Prime Distribution,18066.36,14631.63,True
P000442,Jeans,Fashion,Zenith,0.309,1072,Vertex Imports,37661.78,20628.14,True
P000443,Yoga Mat,Sports,Nimbus,0.712,1106,Global Supplies Ltd,44692.91,19593.82,False
P000444,Jeans,Fashion,Urban,0.502,1490,Prime Distribution,4883.37,14709.55,True
P000445,Cricket Bat,Sports,Prime,0.588,61,Vertex Imports,10392.31,4406.81,False
P000446,Lamp,Home,Nimbus,0.584,1084,Vertex Imports,30875.34,7929.06,True
P000447,Face Wash,Beauty,Vision,0.7,1171,Global Supplies Ltd,11125.33,13731.59,False
P000448,Tea,Grocery,Vision,0.721,164,Vertex Imports,1240.58,4991.18,True
P000449,Face Wash,Beauty,Fusion,0.907,743,Global Supplies Ltd,34078.67,21838.15,True
P000450,Shirt,Fashion,Fusion,0.587,1329,Retail Source India,20298.84,20149.28,True
P000451,Cricket Bat,Sports,Vision,0.952,1012,Apex Manufacturing,23604.46,26131.43,False
P000452,Chair,Home,Nimbus,0.538,1260,Global Supplies Ltd,44539.82,79.04,True
P000453,Table,Home,Zenith,0.553,312,Global Supplies Ltd,16330.19,17001.09,False
P000454, Shelf ,Home,Zenith,0.493,1173,Apex Manufacturing,11469.82,18131.34,True
P000455,Perfume,Beauty,Vision,0.658,712,Vertex Imports,39414.97,8615.6,True
P000456,Tennis Racket,Sports,Urban,0.413,962,Global Supplies Ltd,25726.03,6555.15,True
P000457,Lamp,Home,Elite,0.152,299,Apex Manufacturing,47006.73,11436.07,False
P000458,Lamp,Home,Prime,0.533,799,Apex Manufacturing,10323.9,21149.08,True
P000459,Shelf,Home,Vision,0.485,1034,Apex Manufacturing,13468.3,6454.12,True
P000460,Tennis Racket,Sports,Nova,0.78,1188,Global Supplies Ltd,1765.93,360.78,False
P000461,Tennis Racket,Sports,Nova,0.755,425,Prime Distribution,20726.18,9160.99,False
P000462,Face Wash,Beauty,Vision,0.715,1052,Vertex Imports,30740.48,18921.52,True
P000463,Phone,Electronics,Fusion,0.779,1262,Global Supplies Ltd,30013.56,14894.68,False
P000464,Cap,Fashion,Urban,0.702,1145,Global Supplies Ltd,822.5,10534.58,False
P000465,Lamp,Home,Fusion,0.588,1176,Vertex Imports,12821.59,14838.04,True
P000466,Snacks,Grocery,Vision,0.649,1124,Global Supplies Ltd,37235.59,23602.05,True
P000467,Sofa,Home,Nimbus,0.191,679,Apex Manufacturing,21893.48,27555.81,True
P000468,Perfume,Beauty,EcoLife,0.781,620,Apex Manufacturing,22182.88,17822.78,True
P000469,Football,Sports,Apex,0.536,1241,Apex Manufacturing,25454.75,18588.14,True
P000470,Football,Sports,Urban,0.246,490,Global Supplies Ltd,25624.05,17140.92,False
P000471,Jeans,Fashion,Nimbus,0.894,338,Vertex Imports,46523.91,8980.2,True
P000472,Shirt,Fashion,Fusion,0.679,362,Global Supplies Ltd,9414.57,3108.58,True
P000473,Football,Sports,Vision,0.629,130,Global Supplies Ltd,26103.54,1397.96,True
P000474,Jeans,Fashion,Apex,0.554,1,Vertex Imports,29411.53,1805.02,False
P000475,Football,Sports,Apex,0.603,1193,Global Supplies Ltd,32887.96,26446.16,False
P000476,Laptop,Electronics,Elite,0.789,90,Prime Distribution,36378.52,24493.63,False
P000477,Coffee,Grocery,Urban,0.655,837,Retail Source India,35576.76,21072.19,True
P000478,Headphones,Electronics,Apex,0.336,1067,Retail Source India,11158.38,6539.42,True
P000479,Cream,Beauty,Fusion,0.079,457,Retail Source India,15758.39,22488.78,True
P000480,Sofa,Home,Zenith,0.408,1062,Global Supplies Ltd,5385.81,26285.34,True
P000481,Laptop,Electronics,Apex,0.788,953,Global Supplies Ltd,48159.11,2824.65,True
P000482,Perfume,Beauty,Elite,0.68,1244,Retail Source India,38559.19,3522.28,False
P000483,Juice,Grocery,Urban,0.205,729,Vertex Imports,6128.63,2891.92,True
P000484,Cream,Beauty,Zenith,0.283,886,Apex Manufacturing,3932.47,283.22,True
P000485,Coffee,Grocery,Prime,0.68,417,Prime Distribution,37585.56,28434.36,True
P000486,Phone,Electronics,Elite,0.682,171,Prime Distribution,48145.66,6639.1,True
P000487,Headphones,Electronics,Apex,0.669,334,Prime Distribution,2200.35,26152.43,True
P000488,Headphones,Electronics,Vision,0.614,1384,Global Supplies Ltd,46788.13,14161.98,True
P000489,Lipstick,Beauty,Fusion,0.371,919,Vertex Imports,27090.97,11690.36,True
P000490,Headphones,Electronics,Prime,0.85,268,Global Supplies Ltd,32518.36,27509.66,False
P000491,Face Wash,Beauty,Urban,0.884,879,Vertex Imports,24570.29,2844.41,True
P000492,Tablet,Electronics,Nova,0.8,129,Retail Source India,4185.25,3687.09,True
P000493,Juice,Grocery,Vision,0.828,1258,Retail Source India,46315.64,5910.23,True
P000494,Jeans,Fashion,EcoLife,0.766,1189,Prime Distribution,3072.42,23651.51,True
P000495,Headphones,Electronics,Urban,0.682,1136,Retail Source India,35085.58,29893.46,True
P000496,Monitor,Electronics,Fusion,0.699,1168,Apex Manufacturing,43022.88,1499.65,True
P000497,Shirt,Fashion,Prime,0.293,288,Global Supplies Ltd,42143.17,23788.57,True
P000498,Perfume,Beauty,,0.769,1411,Retail Source India,38457.1,7632.52,False
P000499,Monitor,Electronics,Elite,0.728,1023,Global Supplies Ltd,12907.05,24143.05,True
P000500,Jeans,Fashion,Urban,0.469,1159,Vertex Imports,1588.87,12148.01,True
P000501,Perfume,Beauty,Prime,0.729,935,Vertex Imports,17089.97,12994.34,True
P000502,Tea,Grocery,EcoLife,0.858,713,Retail Source India,32727.68,14638.99,True
P000503,Face Wash,Beauty,,0.5,1362,Retail Source India,32930.47,8746.16,True
P000504,Yoga Mat,Sports,Zenith,0.852,366,Vertex Imports,42413.8,20250.76,True
P000505,Cricket Bat,Sports,Fusion,0.684,1229,Vertex Imports,9843.03,2917.0,True
P000506,Football,Sports,Fusion,0.337,601,Apex Manufacturing,44517.84,9639.06,True
P000507,Shelf,Home,Fusion,0.343,913,Apex Manufacturing,4331.64,22768.72,False
P000508,Lamp,Home,EcoLife,0.565,16,Prime Distribution,15491.23,15686.7,True
P000509,Yoga Mat,Sports,Nimbus,0.86,1382,Apex Manufacturing,24207.53,1426.89,False
P000510,Jeans,Fashion,Zenith,0.754,1400,Vertex Imports,2335.78,1934.02,True
P000511,Yoga Mat,Sports,Vision,0.29,302,Vertex Imports,7483.16,5420.38,True
P000512,Shirt,Fashion,Fusion,0.8,1,Retail Source India,16119.35,25115.68,True
P000513,Cream,Beauty,Elite,0.599,221,Vertex Imports,47793.92,1744.13,True
P000514,Tablet,Electronics,Vision,0.519,179,Prime Distribution,-1.0,15475.31,True
P000515,Football,Sports,Nimbus,0.903,1277,Prime Distribution,14478.93,4524.94,True
P000516,Lamp,Home,Elite,0.116,174,Prime Distribution,46075.7,17380.63,True
P000517,Rice,Grocery,Elite,0.778,567,Global Supplies Ltd,14123.77,977.52,False
P000518,Perfume,Beauty,Vision,0.723,1300,Apex Manufacturing,43809.95,14477.32,True
P000519,Snacks,Grocery,,0.759,197,Global Supplies Ltd,21411.5,15950.57,True
P000520,Phone,Electronics,Nimbus,0.881,1395,Retail Source India,4132.44,3316.03,True
P000521,Headphones,Electronics,Nimbus,0.555,636,Prime Distribution,48673.86,10346.92,False
P000522,Lipstick,Beauty,Fusion,0.788,1391,Vertex Imports,18144.93,14230.47,True
P000523,Jacket,Fashion,Fusion,0.427,1438,Vertex Imports,25163.21,28512.99,True
P000524,Lamp,Home,Zenith,0.796,305,Vertex Imports,15609.74,22448.17,True
P000525,Coffee,Grocery,Urban,0.329,954,Retail Source India,34010.21,22728.95,True
P000526,Shirt,Fashion,Vision,0.459,748,Prime Distribution,27745.54,15841.66,False
P000527,Chair,Home,Apex,0.592,968,Apex Manufacturing,19046.58,11396.96,True
P000528,Perfume,Beauty,EcoLife,0.915,612,Vertex Imports,35367.79,24842.48,False
P000529,Headphones,Electronics,Prime,0.242,967,Vertex Imports,10459.6,20536.23,True
P000530,Snacks,Grocery,EcoLife,0.539,388,Global Supplies Ltd,18633.74,22514.46,True
P000531,Football,Sports,Nova,0.615,605,Global Supplies Ltd,12920.54,28643.12,True
P000532,Tablet,Electronics,Elite,0.151,793,Global Supplies Ltd,13940.41,8620.37,True
P000533,Lipstick,Beauty,Nimbus,0.554,626,Vertex Imports,35420.58,9391.06,True
P000534,Chair,Home,Nimbus,0.811,198,Global Supplies Ltd,34207.91,10904.62,True
P000535,Shelf,Home,Nimbus,0.874,337,Retail Source India,21663.59,18477.16,True
P000536,Laptop,Electronics,Nova,0.755,1296,Vertex Imports,11391.7,9080.76,False
P000537,Shoes,Fashion,EcoLife,0.733,1129,Apex Manufacturing,31382.25,22023.17,True
P000538,Cricket Bat,Sports,Nova,0.889,267,Global Supplies Ltd,18381.17,17743.36,False
P000539,Perfume,Beauty,Zenith,0.589,449,Retail Source India,6465.42,27095.52,True
P000540,Chair,Home,Prime,0.384,469,Retail Source India,16142.5,16724.6,False
P000541,Phone,Electronics,Vision,0.725,639,Retail Source India,10995.33,11920.47,False
P000542,Jeans,Fashion,Zenith,0.462,940,Global Supplies Ltd,11136.89,11580.63,True
P000543,Football,Sports,Zenith,0.551,1468,Prime Distribution,8186.51,29774.48,True
P000544,Monitor,Electronics,Prime,0.775,1320,Retail Source India,6440.25,17451.8,True
P000545,Cream,Beauty,EcoLife,0.381,1137,Vertex Imports,38151.62,4053.22,True
P000546,Juice,Grocery,Nimbus,0.42,22,Vertex Imports,36123.93,10836.59,False
P000547,Perfume,Beauty,Nova,0.846,821,Apex Manufacturing,1719.83,8231.27,True
P000548,Chair,Home,Vision,0.46,541,Prime Distribution,49924.22,15655.48,True
P000549,Face Wash,Beauty,EcoLife,0.297,1066,Vertex Imports,49074.2,23960.21,True
P000550,Laptop,Electronics,Apex,0.397,59,Apex Manufacturing,37493.14,14057.09,True
P000551,Tennis Racket,Sports,Nova,0.502,1454,Prime Distribution,39485.3,7609.99,True
P000552,Headphones,Electronics,Urban,0.671,740,Retail Source India,40343.87,21307.02,True
P000553,Chair,Home,Vision,0.626,404,Global Supplies Ltd,10507.83,25602.53,True
P000554,Coffee,Grocery,Nimbus,0.625,1001,Apex Manufacturing,23114.68,15614.02,False
P000555,Cricket Bat,Sports,Vision,0.54,1144,Apex Manufacturing,3687.94,25011.8,True
P000556,Phone,Electronics,Nimbus,0.27,708,Prime Distribution,38744.05,29876.5,True
P000557,Lipstick,Beauty,Apex,0.395,1006,Prime Distribution,9680.23,18253.78,True
P000558,Snacks,Grocery,Fusion,0.327,56,Global Supplies Ltd,4789.45,2505.83,True
P000559,Shirt,Fashion,Nova,0.502,375,Prime Distribution,20693.64,7570.87,True
P000560,Phone,Electronics,Nimbus,0.684,178,Global Supplies Ltd,43213.94,15761.01,False
P000561,Headphones,Electronics,Fusion,0.77,512,Apex Manufacturing,35231.38,605.52,True
P000562,Cap,Fashion,Zenith,0.436,1354,Global Supplies Ltd,19132.87,18412.25,False
P000563,Tennis Racket,Sports,Fusion,0.598,74,Retail Source India,33811.67,3589.24,True
P000564,Table,Home,Fusion,0.501,1381,Prime Distribution,2951.03,15292.07,False
P000565,Lipstick,Beauty,Prime,0.843,743,Retail Source India,49210.52,3151.57,True
P000566,Cap,Fashion,Zenith,0.691,321,Apex Manufacturing,23398.56,3600.42,True
P000567,Shoes,Fashion,Elite,0.801,955,Apex Manufacturing,10359.54,24260.82,False
P000568,Headphones,Electronics,Nimbus,0.581,696,Apex Manufacturing,25468.47,20651.41,False
P000569,Laptop,Electronics,EcoLife,0.528,1238,Apex Manufacturing,10103.28,10435.73,False
P000570,Yoga Mat,Sports,Nimbus,0.492,435,Prime Distribution,49643.68,12351.12,True
P000571,Football,Sports,Fusion,0.415,1003,Apex Manufacturing,41998.89,19752.69,True
P000572,Cream,Beauty,Apex,0.749,1061,Apex Manufacturing,32825.55,11648.02,True
P000573,Lipstick,Beauty,Zenith,0.754,714,Vertex Imports,42113.77,24284.0,True
P000574,Jacket,Fashion,Apex,0.82,1326,Global Supplies Ltd,35873.37,3934.77,True
P000575,Shirt,Fashion,Zenith,0.386,1325,Global Supplies Ltd,28001.99,8223.17,False
P000576,Jacket,Fashion,Nimbus,0.465,55,Prime Distribution,22102.22,24451.51,True
P000577,Face Wash,Beauty,Nova,0.768,987,Retail Source India,463.84,6925.68,True
P000578,Lamp,Home,Urban,0.866,1188,Prime Distribution,9407.83,18234.52,True
P000579,Cricket Bat,Sports,Apex,0.925,1074,Global Supplies Ltd,34861.71,8337.05,True
P000580,Football,Sports,Vision,0.242,562,Global Supplies Ltd,17652.23,21665.24,False
P000581,Chair,Home,Apex,0.804,643,Global Supplies Ltd,2389.89,22155.93,True
P000582,Cricket Bat,Sports,Vision,0.824,925,Retail Source India,21650.87,6102.63,True
P000583,Cricket Bat,Sports,Fusion,0.471,807,Apex Manufacturing,37303.79,7466.82,True
P000584,Football,Sports,Nimbus,0.692,541,Global Supplies Ltd,16850.15,4441.77,True
P000585,Snacks,Grocery,Nimbus,0.484,142,Global Supplies Ltd,43868.58,683.39,False
P000586,Football,Sports,EcoLife,0.321,1221,Vertex Imports,5837.74,9005.94,True
P000587,Face Wash,Beauty,Zenith,0.663,961,Prime Distribution,25966.64,29875.56,True
P000588,Football,Sports,Apex,0.428,658,Apex Manufacturing,43124.33,11167.58,False
P000589,Lipstick,Beauty,Urban,0.173,704,Prime Distribution,20553.73,5612.6,False
P000590,Headphones,Electronics,EcoLife,0.609,886,Apex Manufacturing,3117.08,2601.63,True
P000591,Sofa,Home,Vision,0.833,817,Global Supplies Ltd,43148.5,17121.06,True
P000592,Table,Home,Apex,0.542,1320,Retail Source India,26093.77,8963.0,True
P000593,Juice,Grocery,Vision,0.853,508,Apex Manufacturing,20620.17,15041.43,True
P000594,Cap,Fashion,EcoLife,0.771,23,Apex Manufacturing,28981.1,22766.91,False
P000595,Coffee,Grocery,Nova,0.792,547,Global Supplies Ltd,24848.3,28970.26,True
P000596,Lipstick,Beauty,Apex,0.592,1496,Vertex Imports,25663.29,5928.52,True
P000597,Chair,Home,Urban,0.605,886,Vertex Imports,33030.71,20718.49,True
P000598,Jacket,Fashion,Nimbus,0.343,378,Retail Source India,2982.01,346.23,True
P000599,Cricket Bat,Sports,EcoLife,0.454,1358,Apex Manufacturing,40199.07,7727.05,True
P000600,Cricket Bat,Sports,EcoLife,0.515,1278,Retail Source India,41448.62,28447.55,True
P000601,Tablet,Electronics,Nimbus,0.847,1203,Prime Distribution,1295.35,29875.65,True
P000602,Cricket Bat,Sports,Urban,0.588,1460,Vertex Imports,7810.3,18598.45,True
P000603,Headphones,Electronics,Prime,0.421,1329,Global Supplies Ltd,44956.75,18231.2,False
P000604,Football,Sports,Nova,0.902,338,Prime Distribution,17975.0,28931.59,True
P000605,Cap,Fashion,Vision,0.19,1223,Retail Source India,5955.24,10628.93,True
P000606,Lamp,Home,Vision,0.866,52,Global Supplies Ltd,7383.88,29241.78,True
P000607,Chair,Home,Urban,0.104,598,Prime Distribution,10103.85,19945.82,True
P000608,Rice,Grocery,Fusion,0.874,258,Global Supplies Ltd,15117.73,26240.86,True
P000609,Perfume,Beauty,Nova,0.853,709,Vertex Imports,26581.26,21279.06,True
P000610,Cream,Beauty,Zenith,0.682,418,Retail Source India,40586.29,28238.11,True
P000611,Jacket,Fashion,Urban,0.701,670,Prime Distribution,26360.71,3194.09,True
P000612,Perfume,Beauty,Prime,0.817,384,Retail Source India,43529.96,13125.89,True
P000613, Sofa ,Home,Elite,0.629,378,Vertex Imports,18319.97,14037.79,False
